olinkID	UNIPROT	TargetFullName	Target	uniprot_gn_symbol	entrezgene_id	entrezgene_accession	hgnc_id	hgnc_symbol	external_gene_name	gene_biotype	CHR	START_hg19	END_hg19	strand_hg19	START_hg38	END_hg38	strand_hg38	uniprot_gn_id
OID44948	Q9BQB4	Sclerostin	SOST	SOST	50964	SOST	HGNC:13771	SOST	SOST	protein_coding	17	41831099	41836156	-	43753738	43758791	-	Q9BQB4
OID44949	O60271	C-Jun-amino-terminal kinase-interacting protein 4	SPAG9	SPAG9	9043	SPAG9	HGNC:14524	SPAG9	SPAG9	protein_coding	17	49039535	49198226	-	50962174	51120868	-	O60271
OID44950	P09486	SPARC	SPARC	SPARC	6678	SPARC	HGNC:11219	SPARC	SPARC	protein_coding	5	151040657	151066615	-	151661096	151686975	-	P09486
OID44951	Q8N0X7	Spartin	SPART	SPART	23111	SPART	HGNC:18514	SPART	SPART	protein_coding	13	36875775	36944317	-	36301638	36370180	-	Q8N0X7
OID44952	Q6UW49	Sperm equatorial segment protein 1	SPESP1	SPESP1	246777	SPESP1	HGNC:15570	SPESP1	SPESP1	protein_coding	15	69222839	69239150	+	68818221	68946811	+	Q6UW49
OID44953	P20155	Serine protease inhibitor Kazal-type 2	SPINK2	SPINK2	6691	SPINK2	HGNC:11245	SPINK2	SPINK2	protein_coding	4	57676026	57688035	-	56809860	56821742	-	P20155
OID44954	P58062	Serine protease inhibitor Kazal-type 7	SPINK7	SPINK7	84651	SPINK7	HGNC:24643	SPINK7	SPINK7	protein_coding	5	147691990	147695481	+	148312419	148315922	+	P58062
OID44955	O43291	Kunitz-type protease inhibitor 2	SPINT2	SPINT2	10653	SPINT2	HGNC:11247	SPINT2	SPINT2	protein_coding	19	38755098	38783254	+	38244035	38292615	+	O43291
OID44956	Q9HCB6	Spondin-1	SPON1	SPON1	10418	SPON1	HGNC:11252	SPON1	SPON1	protein_coding	11	13984184	14289679	+	13962723	14268133	+	Q9HCB6
OID44957	Q9BUD6	Spondin-2	SPON2	SPON2	10417	SPON2	HGNC:11253	SPON2	SPON2	protein_coding	4	1160721	1202750	-	1166932	1208962	-	Q9BUD6
OID44958	P12931	Proto-oncogene tyrosine-protein kinase Src	SRC	SRC	6714	SRC	HGNC:11283	SRC	SRC	protein_coding	20	35973088	36033821	+	37344685	37406050	+	P12931
OID44959	P78539	Sushi repeat-containing protein SRPX	SRPX	SRPX	8406	SRPX	HGNC:11309	SRPX	SRPX	protein_coding	X	38008588	38080177	-	38149336	38220924	-	P78539
OID44960	Q8WTU2	Scavenger receptor cysteine-rich domain-containing group B protein	SSC4D	SSC4D	136853	SSC4D	HGNC:14461	SSC4D	SSC4D	protein_coding	7	76018646	76039012	-	76389334	76409697	-	Q8WTU2
OID44961	P50502	Hsc70-interacting protein	ST13	ST13	6767	ST13	HGNC:11343	ST13	ST13	protein_coding	22	41220601	41252687	-	40824535	40856639	-	P50502
OID44962	P52823	Stanniocalcin-1	STC1	STC1	6781	STC1	HGNC:11373	STC1	STC1	protein_coding	8	23699434	23712320	-	23841929	23854806	-	P52823
OID44963	Q13043	Serine/threonine-protein kinase 4	STK4	STK4	6789	STK4	HGNC:11408	STK4	STK4	protein_coding	20	43595120	43708593	+	44966494	45080021	+	Q13043
OID44964	O43815	Striatin	STRN	STRN	6801	STRN	HGNC:11424	STRN	STRN	protein_coding	2	37064841	37193615	-	36837698	36966536	-	O43815
OID44965	P50225	Sulfotransferase 1A1	SULT1A1	SULT1A1	6817	SULT1A1	HGNC:11453	SULT1A1	SULT1A1	protein_coding	16	28616908	28634907	-	28605196	28623625	-	P50225
OID44966	Q8NBJ7	Inactive C-alpha-formylglycine-generating enzyme 2	SUMF2	SUMF2	25870	SUMF2	HGNC:20415	SUMF2	SUMF2	protein_coding	7	56131917	56148365	+	56064002	56080670	+	Q8NBJ7
OID44967	O60279	Sushi domain-containing protein 5	SUSD5	SUSD5	26032	SUSD5	HGNC:29061	SUSD5	SUSD5	protein_coding	3	33191537	33260707	-	33150043	33218810	-	O60279
OID44968	Q96A49	Synapse-associated protein 1	SYAP1	SYAP1	94056	SYAP1	HGNC:16273	SYAP1	SYAP1	protein_coding	X	16737707	16780807	+	16719612	16765340	+	Q96A49
OID44969	Q96C24	Synaptotagmin-like protein 4	SYTL4	SYTL4	94121	SYTL4	HGNC:15588	SYTL4	SYTL4	protein_coding	X	99929489	99987135	-	100671783	100732123	-	Q96C24
OID44970	O75347	Tubulin-specific chaperone A	TBCA	TBCA	6902	TBCA	HGNC:11579	TBCA	TBCA	protein_coding	5	76986995	77072185	-	77691166	77868780	-	O75347
OID44971	Q13428	Treacle protein	TCOF1	TCOF1	6949	TCOF1	HGNC:11654	TCOF1	TCOF1	protein_coding	5	149737202	149779871	+	150357629	150400308	+	Q13428
OID44972	Q6NUS6	Tectonic-3	TCTN3	TCTN3	26123	TCTN3	HGNC:24519	TCTN3	TCTN3	protein_coding	10	97423153	97453900	-	95659823	95694143	-	Q6NUS6
OID44973	Q02763	Angiopoietin-1 receptor	TEK	TEK	7010	TEK	HGNC:11724	TEK	TEK	protein_coding	9	27109147	27230172	+	27109141	27230174	+	Q02763
OID44974	P48307	Tissue factor pathway inhibitor 2	TFPI2	TFPI2	7980	TFPI2	HGNC:11761	TFPI2	TFPI2	protein_coding	7	93514709	93520303	-	93885396	93890753	-	P48307
OID44975	P37173	TGF-beta receptor type-2	TGFBR2	TGFBR2	7048	TGFBR2	HGNC:11773	TGFBR2	TGFBR2	protein_coding	3	30647994	30735633	+	30606478	30694249	+	P37173
OID44976	P21980	Protein-glutamine gamma-glutamyltransferase 2	TGM2	TGM2	7052	TGM2	HGNC:11778	TGM2	TGM2	protein_coding	20	36756864	36793700	-	38127385	38166578	-	P21980
OID44977	P07204	Thrombomodulin	THBD	THBD	7056	THBD	HGNC:11784	THBD	THBD	protein_coding	20	23026270	23030301	-	23045633	23049672	-	P07204
OID44978	P52888	Thimet oligopeptidase	THOP1	THOP1	7064	THOP1	HGNC:11793	THOP1	THOP1	protein_coding	19	2785506	2813599	+	2785503	2815807	+	P52888
OID44979	P04216	Thy-1 membrane glycoprotein	THY1	THY1	7070	THY1	HGNC:11801	THY1	THY1	protein_coding	11	119288655	119294246	-	119415476	119424985	-	P04216
OID44980	P62072	Mitochondrial import inner membrane translocase subunit Tim10	TIMM10	TIMM10	26519	TIMM10	HGNC:11814	TIMM10	TIMM10	protein_coding	11	57295936	57298232	-	57528464	57530803	-	P62072
OID44981	P16035	Metalloproteinase inhibitor 2	TIMP2	TIMP2	7077	TIMP2	HGNC:11821	TIMP2	TIMP2	protein_coding	17	76849059	76921472	-	78852977	78925387	-	P16035
OID44982	P35625	Metalloproteinase inhibitor 3	TIMP3	TIMP3	7078	TIMP3	HGNC:11822	TIMP3	TIMP3	protein_coding	22	33196802	33259028	+	32801705	32863041	+	P35625
OID44983	Q9GZM7	Tubulointerstitial nephritis antigen-like	TINAGL1	TINAGL1	64129	TINAGL1	HGNC:19168	TINAGL1	TINAGL1	protein_coding	1	32042086	32053287	+	31576485	31587686	+	Q9GZM7
OID44984	Q5JTD0	Tight junction-associated protein 1	TJAP1	TJAP1	93643	TJAP1	HGNC:17949	TJAP1	TJAP1	protein_coding	6	43445261	43474294	+	43477523	43506556	+	Q5JTD0
OID44985	Q6P589	Tumor necrosis factor alpha-induced protein 8-like protein 2	TNFAIP8L2	TNFAIP8L2	79626	TNFAIP8L2	HGNC:26277	TNFAIP8L2	TNFAIP8L2	protein_coding	1	151129105	151132225	+	151156649	151159749	+	Q6P589
OID44986	O00300	Tumor necrosis factor receptor superfamily member 11B	TNFRSF11B	TNFRSF11B	4982	TNFRSF11B	HGNC:11909	TNFRSF11B	TNFRSF11B	protein_coding	8	119935796	119964383	-	118923557	118951885	-	O00300
OID44987	Q9NP84	Tumor necrosis factor receptor superfamily member 12A	TNFRSF12A	TNFRSF12A	51330	TNFRSF12A	HGNC:18152	TNFRSF12A	TNFRSF12A	protein_coding	16	3070313	3072383	+	3018445	3022383	+	Q9NP84
OID44988	O14836	Tumor necrosis factor receptor superfamily member 13B	TNFRSF13B	TNFRSF13B	23495	TNFRSF13B	HGNC:18153	TNFRSF13B	TNFRSF13B	protein_coding	17	16832849	16875402	-	16929816	16972118	-	O14836
OID44989	Q92956	Tumor necrosis factor receptor superfamily member 14	TNFRSF14	TNFRSF14	8764	TNFRSF14	HGNC:11912	TNFRSF14	TNFRSF14	protein_coding	1	2487805	2495267	+	2555639	2565382	+	Q92956
OID44990	O75509	Tumor necrosis factor receptor superfamily member 21	TNFRSF21	TNFRSF21	27242	TNFRSF21	HGNC:13469	TNFRSF21	TNFRSF21	protein_coding	6	47199268	47277680	-	47231532	47309905	-	O75509
OID44991	P28908	Tumor necrosis factor receptor superfamily member 8	TNFRSF8	TNFRSF8	943	TNFRSF8	HGNC:11923	TNFRSF8	TNFRSF8	protein_coding	1	12123434	12204264	+	12063303	12144207	+	P28908
OID44992	O75888	Tumor necrosis factor ligand superfamily member 13	TNFSF13	TNFSF13	8741	TNFSF13	HGNC:11928	TNFSF13	TNFSF13	protein_coding	17	7461609	7464925	+	7558292	7561608	+	O75888
OID44993	Q15388	Mitochondrial import receptor subunit TOM20 homolog	TOMM20	TOMM20	9804	TOMM20	HGNC:20947	TOMM20	TOMM20	protein_coding	1	235272658	235292256	-	235109341	235128837	-	Q15388
OID44994	Q53FA7	Quinone oxidoreductase PIG3	TP53I3	TP53I3	9540	TP53I3	HGNC:19373	TP53I3	TP53I3	protein_coding	2	24300303	24308085	-	24077433	24085215	-	Q53FA7
OID44995	P55327	Tumor protein D52	TPD52	TPD52	7163	TPD52	HGNC:12005	TPD52	TPD52	protein_coding	8	80831095	81083836	-	80034745	80171573	-	NA
OID44996	O43399	Tumor protein D54	TPD52L2	TPD52L2	7165	TPD52L2	HGNC:12007	TPD52L2	TPD52L2	protein_coding	20	62496581	62522898	+	63865228	63928452	+	O43399
OID44997	Q9H3S4	Thiamin pyrophosphokinase 1	TPK1	TPK1	27010	TPK1	HGNC:17358	TPK1	TPK1	protein_coding	7	144149034	144533146	-	144451941	144836395	-	Q9H3S4
OID44998	O14773	Tripeptidyl-peptidase 1	TPP1	TPP1	1200	TPP1	HGNC:2073	TPP1	TPP1	protein_coding	11	6633997	6640692	-	6610883	6619448	-	O14773
OID44999	Q9NZC2	Triggering receptor expressed on myeloid cells 2	TREM2	TREM2	54209	TREM2	HGNC:17761	TREM2	TREM2	protein_coding	6	41126244	41130924	-	41158506	41163186	-	Q9NZC2
OID45000	Q7L0Y3	tRNA methyltransferase 10 homolog C	TRMT10C	TRMT10C	54931	TRMT10C	HGNC:26022	TRMT10C	TRMT10C	protein_coding	3	101280680	101285290	+	101561868	101566446	+	Q7L0Y3
OID45001	P01222	Thyrotropin subunit beta	TSHB	TSHB	7252	TSHB	HGNC:12372	TSHB	TSHB	protein_coding	1	115572445	115576930	+	115029826	115034302	+	P01222
OID45002	Q96J42	Thioredoxin domain-containing protein 15	TXNDC15	TXNDC15	79770	TXNDC15	HGNC:20652	TXNDC15	TXNDC15	protein_coding	5	134209460	134237323	+	134874371	134901635	+	Q96J42
OID45003	Q8NBS9	Thioredoxin domain-containing protein 5	TXNDC5	TXNDC5	81567	TXNDC5	HGNC:21073	TXNDC5	TXNDC5	protein_coding	6	7881483	7911047	-	7881517	7910788	-	Q8NBS9
OID45004	P19971	Thymidine phosphorylase	TYMP	TYMP	1890	TYMP	HGNC:3148	TYMP	TYMP	protein_coding	22	50964181	50968514	-	50525752	50530032	-	P19971
OID45005	Q06418	Tyrosine-protein kinase receptor TYRO3	TYRO3	TYRO3	7301	TYRO3	HGNC:12446	TYRO3	TYRO3	protein_coding	15	41851220	41871536	+	41557675	41583589	+	Q06418
OID45006	Q9BZF9	Uveal autoantigen with coiled-coil domains and ankyrin repeats	UACA	UACA	55075	UACA	HGNC:15947	UACA	UACA	protein_coding	15	70946893	71055850	-	70654554	70778868	-	Q9BZF9
OID45007	O14933	Ubiquitin/ISG15-conjugating enzyme E2 L6	UBE2L6	UBE2L6	9246	UBE2L6	HGNC:12490	UBE2L6	UBE2L6	protein_coding	11	57319128	57335803	-	57551656	57568284	-	O14933
OID45008	Q04323	UBX domain-containing protein 1	UBXN1	UBXN1	51035	UBXN1	HGNC:18402	UBXN1	UBXN1	protein_coding	11	62443972	62446545	-	62676498	62679117	-	Q04323
OID45009	Q9UBR1	Beta-ureidopropionase	UPB1	UPB1	51733	UPB1	HGNC:16297	UPB1	UPB1	protein_coding	22	24863206	24922553	+	24494107	24528390	+	Q9UBR1
OID45010	Q9BZI7	Regulator of nonsense transcripts 3B	UPF3B	UPF3B	65109	UPF3B	HGNC:20439	UPF3B	UPF3B	protein_coding	X	118967989	118986991	-	119834022	119852998	-	Q9BZI7
OID45011	P06132	Uroporphyrinogen decarboxylase	UROD	UROD	7389	UROD	HGNC:12591	UROD	UROD	protein_coding	1	45477805	45481341	+	45010950	45015575	+	P06132
OID45012	P13611	Versican core protein	VCAN	VCAN	1462	VCAN	HGNC:2464	VCAN	VCAN	protein_coding	5	82767493	82878122	+	83471618	83582303	+	P13611
OID45013	P49767	Vascular endothelial growth factor C	VEGFC	VEGFC	7424	VEGFC	HGNC:12682	VEGFC	VEGFC	protein_coding	4	177604691	177713895	-	176683538	176792922	-	P49767
OID45014	Q6UXI7	Vitrin	VIT	VIT	5212	VIT	HGNC:12697	VIT	VIT	protein_coding	2	36923833	37041937	+	36696690	36814794	+	Q6UXI7
OID45015	Q9H7M9	V-type immunoglobulin domain-containing suppressor of T-cell activation	VSIR	VSIR	64115	VSIR	HGNC:30085	VSIR	VSIR	protein_coding	10	73507314	73533337	-	71747556	71773520	-	Q9H7M9
OID45016	Q9NP79	Vacuolar protein sorting-associated protein VTA1 homolog	VTA1	VTA1	51534	VTA1	HGNC:20954	VTA1	VTA1	protein_coding	6	142468410	142542085	+	142147162	142224685	+	Q9NP79
OID45017	Q96AJ9	Vesicle transport through interaction with t-SNAREs homolog 1A	VTI1A	VTI1A	143187	VTI1A	HGNC:17792	VTI1A	VTI1A	protein_coding	10	114206756	114578504	+	112446998	112818744	+	Q96AJ9
OID45018	Q14508	WAP four-disulfide core domain protein 2	WFDC2	WFDC2	10406	WFDC2	HGNC:15939	WFDC2	WFDC2	protein_coding	20	44098394	44110172	+	45469753	45481532	+	Q14508
OID45019	Q8TEU8	WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2	WFIKKN2	WFIKKN2	124857	WFIKKN2	HGNC:30916	WFIKKN2	WFIKKN2	protein_coding	17	48912011	48919709	+	50834650	50842353	+	Q8TEU8
OID45020	O43895	Xaa-Pro aminopeptidase 2	XPNPEP2	XPNPEP2	7512	XPNPEP2	HGNC:12823	XPNPEP2	XPNPEP2	protein_coding	X	128872946	128903525	+	129738949	129769536	+	O43895
OID45021	P27348	14-3-3 protein theta (14-3-3 protein T-cell) (14-3-3 protein tau) (Protein HS1)	YWHAQ	YWHAQ	10971	YWHAQ	HGNC:12854	YWHAQ	YWHAQ	protein_coding	2	9724106	9771106	-	9583967	9630997	-	P27348
OID45022	P13686	Tartrate-resistant acid phosphatase type 5	ACP5	ACP5	54	ACP5	HGNC:124	ACP5	ACP5	protein_coding	19	11685475	11689801	-	11574653	11579993	-	P13686
OID45023	Q76LX8	A disintegrin and metalloproteinase with thrombospondin motifs 13	ADAMTS13	ADAMTS13	11093	ADAMTS13	HGNC:1366	ADAMTS13	ADAMTS13	protein_coding	9	136279459	136324508	+	133414358	133459402	+	Q76LX8
OID45024	Q86TH1	ADAMTS-like protein 2	ADAMTSL2	ADAMTSL2	9719	ADAMTSL2	HGNC:14631	ADAMTSL2	ADAMTSL2	protein_coding	9	136397286	136440641	+	133532164	133575519	+	Q86TH1
OID45025	P48960	Adhesion G protein-coupled receptor E5	ADGRE5	ADGRE5	976	ADGRE5	HGNC:1711	ADGRE5	ADGRE5	protein_coding	19	14491956	14519537	+	14380501	14408725	+	P48960
OID45026	P02771	Alpha-fetoprotein	AFP	AFP	174	AFP	HGNC:317	AFP	AFP	protein_coding	4	74296855	74321492	+	73431138	73456174	+	P02771
OID45027	Q9NZD4	Alpha-hemoglobin-stabilizing protein	AHSP	AHSP	51327	AHSP	HGNC:18075	AHSP	AHSP	protein_coding	16	31539203	31540124	+	31527900	31528803	+	Q9NZD4
OID45028	Q13740	CD166 antigen	ALCAM	ALCAM	214	ALCAM	HGNC:400	ALCAM	ALCAM	protein_coding	3	105085557	105295757	+	105366909	105576900	+	Q13740
OID45029	P00352	Aldehyde dehydrogenase 1A1	ALDH1A1	ALDH1A1	216	ALDH1A1	HGNC:402	ALDH1A1	ALDH1A1	protein_coding	9	75515578	75695358	-	72900671	73080442	-	P00352
OID45030	Q9Y303	N-acetylglucosamine-6-phosphate deacetylase	AMDHD2	AMDHD2	51005	AMDHD2	HGNC:24262	AMDHD2	AMDHD2	protein_coding	16	2570363	2580955	+	2513965	2531422	+	Q9Y303
OID45033	P02749	Beta-2-glycoprotein 1	APOH	APOH	350	APOH	HGNC:616	APOH	APOH	protein_coding	17	64208147	64225556	-	66212033	66256525	-	P02749
OID45034	P05067	Amyloid-beta precursor protein	APP	APP	351	APP	HGNC:620	APP	APP	protein_coding	21	27252861	27543446	-	25880535	26171128	-	P05067
OID45036	Q13510	Acid ceramidase	ASAH1	ASAH1	427	ASAH1	HGNC:735	ASAH1	ASAH1	protein_coding	8	17913925	17942507	-	18055992	18084998	-	Q13510
OID45037	P20160	Azurocidin	AZU1	AZU1	566	AZU1	HGNC:913	AZU1	AZU1	protein_coding	19	827831	832017	+	825097	832018	+	P20160
OID45038	O43505	Beta-1,4-glucuronyltransferase 1	B4GAT1	B4GAT1	11041	B4GAT1	HGNC:15685	B4GAT1	B4GAT1	protein_coding	11	66112843	66115161	-	66345374	66347629	-	O43505
OID45039	P50895	Basal cell adhesion molecule	BCAM	BCAM	4059	BCAM	HGNC:6722	BCAM	BCAM	protein_coding	19	45312316	45324678	+	44809071	44821421	+	P50895
OID45040	P23560	Brain-derived neurotrophic factor	BDNF	BDNF	627	BDNF	HGNC:1033	BDNF	BDNF	protein_coding	11	27676442	27743605	-	27654893	27722058	-	P23560
OID45041	P02818	Osteocalcin	BGLAP	BGLAP	632	BGLAP	HGNC:1043	BGLAP	BGLAP	protein_coding	1	156211951	156213123	+	156242184	156243317	+	P02818
OID45042	Q9UBW5	Bridging integrator 2	BIN2	BIN2	51411	BIN2	HGNC:1053	BIN2	BIN2	protein_coding	12	51674822	51718452	-	51281038	51324668	-	Q9UBW5
OID45043	Q13867	Bleomycin hydrolase	BLMH	BLMH	642	BLMH	HGNC:1059	BLMH	BLMH	protein_coding	17	28575213	28619184	-	30248203	30292056	-	Q13867
OID45044	P30043	Flavin reductase	BLVRB	BLVRB	645	BLVRB	HGNC:1063	BLVRB	BLVRB	protein_coding	19	40953691	40971725	-	40447765	40465764	-	P30043
OID45045	Q8TDL5	BPI fold-containing family B member 1	BPIFB1	BPIFB1	92747	BPIFB1	HGNC:16108	BPIFB1	BPIFB1	protein_coding	20	31870941	31897684	+	33273480	33309871	+	Q8TDL5
OID45046	P00918	Carbonic anhydrase 2	CA2	CA2	760	CA2	HGNC:1373	CA2	CA2	protein_coding	8	86376131	86393721	+	85463968	85481493	+	P00918
OID45047	P07451	Carbonic anhydrase 3	CA3	CA3	761	CA3	HGNC:1374	CA3	CA3	protein_coding	8	86351056	86361267	+	85373436	85449040	+	P07451
OID45048	P22748	Carbonic anhydrase 4	CA4	CA4	762	CA4	HGNC:1375	CA4	CA4	protein_coding	17	58227302	58248260	+	60149942	60170899	+	P22748
OID45049	P23280	Carbonic anhydrase 6	CA6	CA6	765	CA6	HGNC:1380	CA6	CA6	protein_coding	1	9005893	9035148	+	8945867	8975092	+	P23280
OID45050	P42574	Caspase-3	CASP3	CASP3	836	CASP3	HGNC:1504	CASP3	CASP3	protein_coding	4	185548850	185570629	-	184627696	184650062	-	P42574
OID45051	Q8IUK8	Cerebellin-2	CBLN2	CBLN2	147381	CBLN2	HGNC:1544	CBLN2	CBLN2	protein_coding	18	70203915	70211723	-	72536680	72638521	-	Q8IUK8
OID45052	Q16663	C-C motif chemokine 15	CCL15	CCL15	6359	CCL15	HGNC:10613	CCL15	CCL15	protein_coding	17	34324618	34329084	-	35996440	36001553	-	Q16663
OID45053	O15467	C-C motif chemokine 16	CCL16	CCL16	6360	CCL16	HGNC:10614	CCL16	CCL16	protein_coding	17	34303535	34308523	-	35976493	35981497	-	O15467
OID45054	P48745	CCN family member 3	CCN3	CCN3	4856	CCN3	HGNC:7885	CCN3	CCN3	protein_coding	8	120428552	120436678	+	119416446	119424434	+	P48745
OID45055	O76076	CCN family member 5	CCN5	CCN5	8839	CCN5	HGNC:12770	CCN5	CCN5	protein_coding	20	43343885	43356452	+	44714844	44728509	+	O76076
OID45056	Q6YHK3	CD109 antigen	CD109	CD109	135228	CD109	HGNC:21685	CD109	CD109	protein_coding	6	74405508	74538041	+	73695785	73828316	+	Q6YHK3
OID45057	Q04900	Sialomucin core protein 24	CD164	CD164	8763	CD164	HGNC:1632	CD164	CD164	protein_coding	6	109687717	109703762	-	109366514	109382467	-	Q04900
OID45058	Q8N6Q3	CD177 antigen	CD177	CD177	57126	CD177	HGNC:30072	NA	CD177	protein_coding	19	43857825	43867480	+	43353686	43363172	+	A0A087X113
OID45059	Q9HCU0	Endosialin	CD248	CD248	57124	CD248	HGNC:18219	CD248	CD248	protein_coding	11	66081958	66084515	-	66314494	66317044	-	Q9HCU0
OID45060	Q6UXG3	CMRF35-like molecule 9	CD300LG	CD300LG	146894	CD300LG	HGNC:30455	CD300LG	CD300LG	protein_coding	17	41924516	41940997	+	43847148	43863639	+	Q6UXG3
OID45061	P13987	CD59 glycoprotein	CD59	CD59	966	CD59	HGNC:1689	CD59	CD59	protein_coding	11	33724556	33758025	-	33698261	33736479	-	P13987
OID45062	P14209	CD99 antigen	CD99	CD99	4267	CD99	HGNC:7082	CD99	CD99	protein_coding	Y	2559228	2609350	+	2691187	2741309	+	NA
OID45063	Q8TCZ2	CD99 antigen-like protein 2	CD99L2	CD99L2	83692	CD99L2	HGNC:18237	CD99L2	CD99L2	protein_coding	X	149934809	150067289	-	150766336	150898816	-	Q8TCZ2
OID45064	P33151	Cadherin-5	CDH5	CDH5	1003	CDH5	HGNC:1764	CDH5	CDH5	protein_coding	16	66400525	66438689	+	66366690	66404784	+	P33151
OID45065	P40199	Carcinoembryonic antigen-related cell adhesion molecule 6	CEACAM6	CEACAM6	4680	CEACAM6	HGNC:1818	CEACAM6	CEACAM6	protein_coding	19	42259398	42276113	+	41750977	41772211	+	P40199
OID45066	P08217	Chymotrypsin-like elastase family member 2A	CELA2A	CELA2A	63036	CELA2A	HGNC:24609	CELA2A	CELA2A	protein_coding	1	15783223	15798586	+	15456728	15472091	+	P08217
OID45067	P09093	Chymotrypsin-like elastase family member 3A	CELA3A	CELA3A	10136	CELA3A	HGNC:15944	CELA3A	CELA3A	protein_coding	1	22328149	22339035	+	21983606	22030617	+	P09093
OID45068	P23141	Liver carboxylesterase 1	CES1	CES1	1066	CES1	HGNC:1863	CES1	CES1	protein_coding	16	55836764	55867075	-	55802851	55833337	-	P23141
OID45070	P10645	Chromogranin-A	CHGA	CHGA	1113	CHGA	HGNC:1929	CHGA	CHGA	protein_coding	14	93389445	93401638	+	92923150	92935285	+	P10645
OID45071	Q13231	Chitotriosidase-1	CHIT1	CHIT1	1118	CHIT1	HGNC:1936	CHIT1	CHIT1	protein_coding	1	203181959	203241937	-	203212827	203272809	-	Q13231
OID45072	O75339	Cartilage intermediate layer protein 1	CILP	CILP	8483	CILP	HGNC:1980	CILP	CILP	protein_coding	15	65488337	65503840	-	65194760	65211473	-	O75339
OID45073	P12277	Creatine kinase B-type	CKB	CKB	1152	CKB	HGNC:1991	CKB	CKB	protein_coding	14	103985995	103989196	-	103519667	103522833	-	P12277
OID45074	Q9Y240	C-type lectin domain family 11 member A	CLEC11A	CLEC11A	6320	CLEC11A	HGNC:10576	CLEC11A	CLEC11A	protein_coding	19	51226605	51228981	+	50723364	50725708	+	Q9Y240
OID45075	Q86T13	C-type lectin domain family 14 member A	CLEC14A	CLEC14A	161198	CLEC14A	HGNC:19832	CLEC14A	CLEC14A	protein_coding	14	38723205	38725575	-	38254000	38256093	-	Q86T13
OID45076	Q9H2X3	C-type lectin domain family 4 member M	CLEC4M	CLEC4M	10332	CLEC4M	HGNC:13523	CLEC4M	CLEC4M	protein_coding	19	7828035	7834491	+	7763210	7769605	+	Q9H2X3
OID45077	P04118	Colipase	CLPS	CLPS	1208	CLPS	HGNC:2085	CLPS	CLPS	protein_coding	6	35762759	35765121	-	35794982	35797344	-	P04118
OID45078	Q12860	Contactin-1	CNTN1	CNTN1	1272	CNTN1	HGNC:2171	CNTN1	CNTN1	protein_coding	12	41086244	41466213	+	40692439	41072415	+	Q12860
OID45079	Q9P232	Contactin-3	CNTN3	CNTN3	5067	CNTN3	HGNC:2173	CNTN3	CNTN3	protein_coding	3	74311722	74570343	-	74262568	74614659	-	Q9P232
OID45080	Q8IWV2	Contactin-4	CNTN4	CNTN4	152330	CNTN4	HGNC:2174	CNTN4	CNTN4	protein_coding	3	2140550	3099645	+	2098813	3057959	+	Q8IWV2
OID45081	P39059	Collagen alpha-1(XV) chain	COL15A1	COL15A1	1306	COL15A1	HGNC:2192	COL15A1	COL15A1	protein_coding	9	101705995	101833074	+	98943179	99070787	+	P39059
OID45082	P39060	Collagen alpha-1(XVIII) chain	COL18A1	COL18A1	80781	COL18A1	HGNC:2195	COL18A1	COL18A1	protein_coding	21	46825097	46933634	+	45405165	45513720	+	P39060
OID45083	P02452	Collagen alpha-1(I) chain	COL1A1	COL1A1	1277	COL1A1	HGNC:2197	COL1A1	COL1A1	protein_coding	17	48261457	48279000	-	50184101	50201632	-	P02452
OID45084	P02461	Collagen alpha-1(III) chain	COL3A1	COL3A1	1281	COL3A1	HGNC:2201	COL3A1	COL3A1	protein_coding	2	189839099	189877472	+	188974373	189012746	+	P02461
OID45085	P12111	Collagen alpha-3(VI) chain	COL6A3	COL6A3	1293	COL6A3	HGNC:2213	COL6A3	COL6A3	protein_coding	2	238232655	238322850	-	237324003	237414328	-	P12111
OID45086	Q9BWP8	Collectin-11	COLEC11	COLEC11	78989	COLEC11	HGNC:17213	COLEC11	COLEC11	protein_coding	2	3642422	3692234	+	3594832	3644644	+	Q9BWP8
OID45087	P31146	Coronin-1A	CORO1A	CORO1A	11151	CORO1A	HGNC:2252	CORO1A	CORO1A	protein_coding	16	30194731	30200397	+	30182827	30189076	+	P31146
OID45088	P15085	Carboxypeptidase A1	CPA1	CPA1	1357	CPA1	HGNC:2296	CPA1	CPA1	protein_coding	7	130020290	130027949	+	130380339	130388114	+	P15085
OID45089	P15086	Carboxypeptidase B	CPB1	CPB1	1360	CPB1	HGNC:2299	CPB1	CPB1	protein_coding	3	148545588	148577972	+	148791102	148860187	+	P15086
OID45090	Q9Y646	Carboxypeptidase Q	CPQ	CPQ	10404	CPQ	HGNC:16910	CPQ	CPQ	protein_coding	8	97657499	98155722	+	96645242	97149654	+	Q9Y646
OID45091	Q9NQ79	Cartilage acidic protein 1	CRTAC1	CRTAC1	55118	CRTAC1	HGNC:14882	CRTAC1	CRTAC1	protein_coding	10	99624757	99790585	-	97865000	98030828	-	Q9NQ79
OID45092	Q6UVK1	Chondroitin sulfate proteoglycan 4	CSPG4	CSPG4	1464	CSPG4	HGNC:2466	CSPG4	CSPG4	protein_coding	15	75966663	76005189	-	75674322	75712848	-	Q6UVK1
