SeqId	SomaId	UNIPROT	Target	TargetFullName	EntrezGeneID	EntrezGeneSymbol	uniprot_gn_symbol	entrezgene_id	entrezgene_accession	hgnc_id	hgnc_symbol	external_gene_name	gene_biotype	CHR	START_hg19	END_hg19	strand_hg19	START_hg38	END_hg38	strand_hg38	uniprot_gn_id
3487-32	SL003167	O43927	BLC	C-X-C motif chemokine 13	10563	CXCL13	CXCL13	10563	CXCL13	HGNC:10639	CXCL13	CXCL13	protein_coding	4	78432907	78532988	+	77511753	77611834	+	O43927
34870-15	SL028485	Q8N535	CB052	Putative uncharacterized protein encoded by LINC00471	NA	LINC00471		NA		HGNC:10874	SIGLEC5	SIGLEC5	protein_coding	19	NA	NA	NA	NA	NA	NA	
34871-43	SL028486	P0DPH9	CX05B	Uncharacterized protein CXorf51B	100129239	CXorf51B	CXorf51B	100133053	CXorf51B	HGNC:42787	CXorf51B	CXorf51B	protein_coding	X	145891302	145891929	+	146809771	146810411	+	A0A1B0GTR3
34873-11	SL028488	Q9NQC8	IFT46	Intraflagellar transport protein 46 homolog	56912	IFT46	IFT46	56912	IFT46	HGNC:26146	IFT46	IFT46	protein_coding	11	118415243	118436791	-	118544528	118572970	-	Q9NQC8
34876-109	SL021784	P0CE71	OCM2	Putative oncomodulin-2	4951	OCM2	OCM2	4951	OCM2	HGNC:34396	OCM2	OCM2	protein_coding	7	97614013	97619416	-	97984687	97991169	-	P0CE71
34877-85	SL028490	Q0P5N6	ARL16	ADP-ribosylation factor-like protein 16	339231	ARL16	ARL16	NA	ARL16	HGNC:27902	ARL16	ARL16	protein_coding	17	79648224	79650954	-	81681187	81683797	-	B4E3H0
34878-9	SL025049	Q96IM9	DYDC2	DPY30 domain-containing protein 2	84332	DYDC2	DYDC2	84332	DYDC2	HGNC:23468	DYDC2	DYDC2	protein_coding	10	82104501	82127829	+	80344745	80368073	+	Q96IM9
34879-1	SL028491	P0C2Y1	NBPF7	Putative neuroblastoma breakpoint family member 7	343505	NBPF7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3488-64	SL000342	P04040	Catalase	Catalase	847	CAT	CAT	847	CAT	HGNC:1516	CAT	CAT	protein_coding	11	34460472	34493607	+	34438934	34472060	+	P04040
34880-67	SL022558	Q00994	BEX3	Protein BEX3	27018	BEX3	BEX3	27018	BEX3	HGNC:13388	BEX3	BEX3	protein_coding	X	102631268	102633001	+	103376395	103378164	+	Q00994
34882-7	SL028493	B3EWG3	FM25A	Protein FAM25A	643161	FAM25A	FAM25A	643161	FAM25A	HGNC:23436	FAM25A	FAM25A	protein_coding	10	88780046	88784487	+	87020294	87024730	+	B3EWG3
34884-13	SL028494	Q9BT17	MTG1	Mitochondrial ribosome-associated GTPase 1	92170	MTG1	MTG1	92170	MTG1	HGNC:32159	MTG1	MTG1	protein_coding	10	135207621	135234174	+	133394094	133422520	+	Q9BT17
34885-6	SL028495	Q107X0	KRIP1	Putative protein KRIP1	NA	KLKP1		NA		HGNC:10874	SIGLEC5	SIGLEC5	protein_coding	19	NA	NA	NA	NA	NA	NA	
34886-22	SL028496	P0DO97	CC192	Coiled-coil domain-containing protein 192	728586	CCDC192	CCDC192	728586	CCDC192	HGNC:49566	CCDC192	CCDC192	protein_coding	5	NA	NA	NA	127703361	127941507	+	P0DO97
34889-18	SL021095	Q7RTN6	STRAA	STE20-related kinase adapter protein alpha	92335	STRADA	STRADA	92335	STRADA	HGNC:30172	STRADA	STRADA	protein_coding	17	61780192	61819330	-	63682336	63752097	-	Q7RTN6
3489-9	SL004331	P26441	CNTF	Ciliary neurotrophic factor	1270	CNTF	CNTF	1270	CNTF	HGNC:2169	CNTF	CNTF	protein_coding	11	58390146	58393205	+	58622665	58625733	+	P26441
34890-2	SL028498	Q6P435	SMG1L	Putative uncharacterized SMG1-like protein	NA			NA		HGNC:10874	SIGLEC5	SIGLEC5	protein_coding	19	NA	NA	NA	NA	NA	NA	
34891-29	SL012839	Q9H5X1	FA96A	MIP18 family protein FAM96A	84191	CIAO2A	CIAO2A	84191	CIAO2A	HGNC:26235	CIAO2A	CIAO2A	protein_coding	15	64364761	64386207	-	64072565	64094262	-	Q9H5X1
34892-3	SL027706	Q9H8M2	BRD9	Bromodomain-containing protein 9	65980	BRD9	BRD9	65980	BRD9	HGNC:25818	BRD9	BRD9	protein_coding	5	863850	892939	-	850291	892801	-	Q9H8M2
34894-13	SL028499	Q9H1M0	N62CL	Nucleoporin-62 C-terminal-like protein	54830	NUP62CL	NUP62CL	54830	NUP62CL	HGNC:25960	NUP62CL	NUP62CL	protein_coding	X	106366657	106449670	-	107123427	107206433	-	Q9H1M0
34895-2	SL028500	Q5TID7	CC181	Coiled-coil domain-containing protein 181	57821	CCDC181	CCDC181	57821	CCDC181	HGNC:28051	CCDC181	CCDC181	protein_coding	1	169364114	169429907	-	169394870	169460669	-	Q5TID7
34896-8	SL028501	Q8N8E1	MAAS1	Putative uncharacterized protein encoded by MAPKAPK5-AS1	NA	MAPKAPK5-AS1		NA		HGNC:10874	SIGLEC5	SIGLEC5	protein_coding	19	NA	NA	NA	NA	NA	NA	
34897-76	SL028502	A6NGH7	CC160	Coiled-coil domain-containing protein 160	347475	CCDC160	CCDC160	347475	CCDC160	HGNC:37286	CCDC160	CCDC160	protein_coding	X	133371077	133379808	+	134237047	134246842	+	A6NGH7
34898-7	SL028503	P43897	EFTS	Elongation factor Ts, mitochondrial	10102	TSFM	TSFM	10102	TSFM	HGNC:12367	TSFM	TSFM	protein_coding	12	58176528	58196639	+	57772660	57808071	+	P43897
34899-51	SL028504	Q969W3	F104A	Protein FAM104A	84923	FAM104A	VCF1	84923	VCF1	HGNC:25918	VCF1	VCF1	protein_coding	17	71203492	71228533	-	73207353	73236753	-	Q969W3
34900-26	SL005792	Q15054	POLD3	DNA polymerase subunit delta 3	10714	POLD3	POLD3	10714	POLD3	HGNC:20932	POLD3	POLD3	protein_coding	11	74303575	74354105	+	74493851	74669117	+	Q15054
34902-8	SL024902	Q13069	GAGE5	G antigen 5	2576	GAGE5	GAGE12F	NA	GAGE2C	HGNC:31906	GAGE12F	GAGE12F	protein_coding	X	49216634	49294598	+	NA	NA	NA	P0CL80
34903-85	SL028506	Q13070	GAGE6	G antigen 6	2578	GAGE6	GAGE12F	NA	GAGE2C	HGNC:31906	GAGE12F	GAGE12F	protein_coding	X	NA	NA	NA	NA	NA	NA	P0CL80
34908-20	SL028509	A8MT66	YU005	Putative uncharacterized protein ENSP00000383407	NA			NA		HGNC:10874	SIGLEC5	SIGLEC5	protein_coding	19	NA	NA	NA	NA	NA	NA	
34909-40	SL028510	P0DMU7	CT456	Cancer/testis antigen family 45 member A6	101060211	CT45A6	CT45A6	541465	CT45A6	HGNC:33271	CT45A6	CT45A6	protein_coding	X	134963215	134971244	-	135794685	135802787	-	P0DMV0
34913-2	SL028513	H3BUK9	POTB2	POTE ankyrin domain family member B2	100287399	POTEB2	POTEB2	100287399	POTEB2	HGNC:48327	POTEB2	POTEB2	protein_coding	15	NA	NA	NA	20835372	20866314	-	NA
34916-6	SL028515	E9PB15	PTG3L	Putative protein PTGES3L	100885848	PTGES3L	PTGES3L	NA	PTGES3L	HGNC:43943	PTGES3L	PTGES3L	protein_coding	17	41120105	41132545	-	42968088	42980433	-	A0A7N4I3A5
34917-117	SL028516	P24588	AKAP5	A-kinase anchor protein 5	9495	AKAP5	AKAP5	9495	AKAP5	HGNC:375	AKAP5	AKAP5	protein_coding	14	64932217	64941221	+	64465499	64474503	+	P24588
34919-42	SL028518	B2RBV5	MRUPP	Putative MORF4 family-associated protein 1-like protein UPP	NA		MRFAP1L2	93622	MRFAP1L2	HGNC:25109	MRFAP1L2	MRFAP1L2	protein_coding	4	6675821	6677774	+	6663396	6676755	+	
34920-8	SL028519	Q2TAP0	GOG7B	Golgin subfamily A member 7B	401647	GOLGA7B	GOLGA7B	401647	GOLGA7B	HGNC:31668	GOLGA7B	GOLGA7B	protein_coding	10	99609995	99631335	+	97849843	97871578	+	Q2TAP0
34922-224	SL028521	Q96LR2	LURA1	Leucine rich adaptor protein 1	541468	LURAP1	LURAP1	541468	LURAP1	HGNC:32327	LURAP1	LURAP1	protein_coding	1	46669006	46686928	+	46203334	46221256	+	Q96LR2
34923-29	SL028522	P86397	HTD2	Hydroxyacyl-thioester dehydratase type 2, mitochondrial	109703458	HTD2	HTD2	109703458	HTD2	HGNC:53111	HTD2	HTD2	protein_coding	3	NA	NA	NA	58306247	58320193	+	P86397
34924-23	SL028523	Q5HYI7	MTX3	Metaxin-3	345778	MTX3	MTX3	345778	MTX3	HGNC:24812	MTX3	MTX3	protein_coding	5	79272539	79287088	-	79976716	79991262	-	Q5HYI7
34925-145	SL013201	Q8IZP2	F10A4	Protein FAM10A4	NA	ST13P4		NA		HGNC:10874	SIGLEC5	SIGLEC5	protein_coding	19	NA	NA	NA	NA	NA	NA	
34926-6	SL028524	Q6ZRX8	YL004	Putative uncharacterized protein FLJ45999	NA			NA		HGNC:10874	SIGLEC5	SIGLEC5	protein_coding	19	NA	NA	NA	NA	NA	NA	
34928-54	SL027718	Q9BZW7	TSG10	Testis-specific gene 10 protein	80705	TSGA10	TSGA10	80705	TSGA10	HGNC:14927	TSGA10	TSGA10	protein_coding	2	99613724	99771187	-	98997261	99154964	-	Q9BZW7
34929-5	SL028525	A2RU37	CI170	Uncharacterized protein encoded by LINC02872	NA	LINC02872		NA		HGNC:10874	SIGLEC5	SIGLEC5	protein_coding	19	NA	NA	NA	NA	NA	NA	
34931-128	SL009450	Q9NY87	SPNXC	Sperm protein associated with the nucleus on the X chromosome C	64663	SPANXC	SPANXC	64663	SPANXC	HGNC:14331	SPANXC	SPANXC	protein_coding	X	140335596	140672860	-	141241463	141242517	-	Q9NY87
34932-17	SL019029	Q8NCQ7	PRCA1	Protein PROCA1	147011	PROCA1	PROCA1	NA	PROCA1	HGNC:28600	PROCA1	PROCA1	protein_coding	17	27030534	27038872	-	28703197	28711888	-	J3QSA8
34933-28	SL019469	O95400	CD2B2	CD2 antigen cytoplasmic tail-binding protein 2	10421	CD2BP2	CD2BP2	10421	CD2BP2	HGNC:1656	CD2BP2	CD2BP2	protein_coding	16	30362087	30366682	-	30350773	30355308	-	O95400
34935-22	SL028527	Q9BRP9	YK016	Putative uncharacterized protein MGC13053	NA			NA		HGNC:10874	SIGLEC5	SIGLEC5	protein_coding	19	NA	NA	NA	NA	NA	NA	
34936-4	SL028528	Q6IQ19	CCSAP	Centriole, cilia and spindle-associated protein	126731	CCSAP	CCSAP	126731	CCSAP	HGNC:29578	CCSAP	CCSAP	protein_coding	1	229456752	229478688	-	229321011	229343294	-	Q6IQ19
34938-104	SL028529	A6NH13	DAS1	Putative uncharacterized protein DNAJC9-AS1	NA	DNAJC9-AS1		NA		HGNC:10874	SIGLEC5	SIGLEC5	protein_coding	19	NA	NA	NA	NA	NA	NA	
3494-71	SL004335	O60258	FGF-17	Fibroblast growth factor 17	8822	FGF17	FGF17	8822	FGF17	HGNC:3673	FGF17	FGF17	protein_coding	8	21900428	21906319	+	22042398	22048809	+	O60258
34943-41	SL021232	Q58FF3	ENPLL	Putative endoplasmin-like protein	NA	HSP90B2P		NA		HGNC:10874	SIGLEC5	SIGLEC5	protein_coding	19	NA	NA	NA	NA	NA	NA	
34944-25	SL028531	Q8TDC0	MYOZ3	Myozenin-3	91977	MYOZ3	MYOZ3	91977	MYOZ3	HGNC:18565	MYOZ3	MYOZ3	protein_coding	5	150040403	150058930	+	150660882	150679368	+	Q8TDC0
34945-1	SL028532	Q9BQ61	TRIR	Telomerase RNA component interacting RNase	79002	TRIR	TRIR	79002	TRIR	HGNC:28424	TRIR	TRIR	protein_coding	19	12841454	12845529	-	12730640	12734684	-	Q9BQ61
34946-2	SL021545	Q9NUQ3	TXLNG	Gamma-taxilin	55787	TXLNG	TXLNG	55787	TXLNG	HGNC:18578	TXLNG	TXLNG	protein_coding	X	16804555	16862642	+	16786432	16844519	+	Q9NUQ3
34947-80	SL010969	Q86T03	TM55B	Transmembrane protein 55B	90809	PIP4P1	PIP4P1	90809	PIP4P1	HGNC:19299	PIP4P1	PIP4P1	protein_coding	14	20926012	20929637	-	20457681	20461465	-	Q86T03
34948-6	SL012794	Q96S96	PEBP4	Phosphatidylethanolamine-binding protein 4	157310	PEBP4	PEBP4	157310	PEBP4	HGNC:28319	PEBP4	PEBP4	protein_coding	8	22570765	22785421	-	22713251	23000000	-	Q96S96
34949-35	SL028559	Q8NHX4	SPTA3	Spermatogenesis-associated protein 3	130560	SPATA3	SPATA3	130560	SPATA3	HGNC:17884	SPATA3	SPATA3	protein_coding	2	231860839	231889770	+	230990324	231025055	+	Q8NHX4
3495-15	SL003172	P80162	GCP-2	C-X-C motif chemokine 6	6372	CXCL6	CXCL6	6372	CXCL6	HGNC:10643	CXCL6	CXCL6	protein_coding	4	74702273	74704477	+	73836640	73849064	+	P80162
34952-13	SL008149	P62269	RS18	40S ribosomal protein S18	6222	RPS18	RPS18	6222	RPS18	HGNC:10401	RPS18	RPS18	protein_coding	6	33239852	33244281	+	33272075	33276511	+	P62269
34953-22	SL019582	Q8NHH9	ATLA2	Atlastin-2	64225	ATL2	ATL2	64225	ATL2	HGNC:24047	ATL2	ATL2	protein_coding	2	38522029	38604432	-	38293954	38377285	-	Q8NHH9
34954-25	SL028535	P0DMP2	SRG2B	SLIT-ROBO Rho GTPase-activating protein 2B	647135	SRGAP2B	SRGAP2B	647135	SRGAP2B	HGNC:35237	SRGAP2B	SRGAP2B	protein_coding	1	NA	NA	NA	144887265	145095528	-	P0DMP2
34956-11	SL028536	Q9BPX5	ARP5L	Actin-related protein 2/3 complex subunit 5-like protein	81873	ARPC5L	ARPC5L	81873	ARPC5L	HGNC:23366	ARPC5L	ARPC5L	protein_coding	9	127631484	127639696	+	124862130	124877733	+	Q9BPX5
34957-35	SL028537	Q9H4R4	CT191	Putative nuclear receptor corepressor 1-like protein NCOR1P1	NA	NCOR1P1		NA		HGNC:10874	SIGLEC5	SIGLEC5	protein_coding	19	NA	NA	NA	NA	NA	NA	
34959-8	SL028538	A6NEY3	GG6L3	Putative golgin subfamily A member 6-like protein 3	100133220	GOLGA6L3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
34961-4	SL028539	Q96CW6	S7A6O	Probable RNA polymerase II nuclear localization protein SLC7A6OS	84138	SLC7A6OS	SLC7A6OS	84138	SLC7A6OS	HGNC:25807	SLC7A6OS	SLC7A6OS	protein_coding	16	68334518	68344868	-	68284503	68310946	-	Q96CW6
34962-18	SL016990	Q7L0Q8	RHOU	Rho-related GTP-binding protein RhoU	58480	RHOU	RHOU	58480	RHOU	HGNC:17794	RHOU	RHOU	protein_coding	1	228780394	228882416	+	228735479	228746664	+	Q7L0Q8
34963-8	SL024870	Q06265	EXOS9	Exosome complex component RRP45	5393	EXOSC9	EXOSC9	5393	EXOSC9	HGNC:9137	EXOSC9	EXOSC9	protein_coding	4	122722472	122738176	+	121801318	121817021	+	Q06265
34966-35	SL028541	B7Z368	CJ142	Uncharacterized protein encoded by LINC02881	NA	LINC02881		NA		HGNC:10874	SIGLEC5	SIGLEC5	protein_coding	19	NA	NA	NA	NA	NA	NA	
34969-227	SL028543	Q6ZRP0	PR23C	Proline-rich protein 23C	389152	PRR23C	PRR23C	389152	PRR23C	HGNC:37173	PRR23C	PRR23C	protein_coding	3	138760944	138763734	-	139042102	139044892	-	Q6ZRP0
3497-13	SL002075	P01563	IFN-aA	Interferon alpha-2	3440	IFNA2	IFNA2	3440	IFNA2	HGNC:5423	IFNA2	IFNA2	protein_coding	9	21384254	21385396	-	21384255	21385398	-	P01563
34970-50	SL028544	P0CB47	UBFL1	Upstream-binding factor 1-like protein 1	642623	UBTFL1	UBTFL1	642623	UBTFL1	HGNC:14533	UBTFL1	UBTFL1	protein_coding	11	89819118	89820299	+	90085950	90087131	+	P0CB47
34973-47	SL028547	Q5JPI9	EFMT2	EEF1A lysine methyltransferase 2	399818	EEF1AKMT2	EEF1AKMT2	399818	EEF1AKMT2	HGNC:33787	EEF1AKMT2	EEF1AKMT2	protein_coding	10	126447406	126480439	-	124756253	124791887	-	Q5JPI9
34975-22	SL028549	Q9Y2V3	RX	Retinal homeobox protein Rx	30062	RAX	RAX	30062	RAX	HGNC:18662	RAX	RAX	protein_coding	18	56934267	56940625	-	59267035	59273454	-	Q9Y2V3
34976-65	SL028550	Q12849	GRSF1	G-rich sequence factor 1	2926	GRSF1	GRSF1	2926	GRSF1	HGNC:4610	GRSF1	GRSF1	protein_coding	4	71681499	71705627	-	70815783	70839897	-	Q12849
34977-4	SL028551	Q99547	MPH6	M-phase phosphoprotein 6	10200	MPHOSPH6	MPHOSPH6	10200	MPHOSPH6	HGNC:7214	MPHOSPH6	MPHOSPH6	protein_coding	16	82181767	82203829	-	82147798	82170224	-	Q99547
34978-78	SL028552	Q8WXK1	ASB15	Ankyrin repeat and SOCS box protein 15	142685	ASB15	ASB15	142685	ASB15	HGNC:19767	ASB15	ASB15	protein_coding	7	123241921	123277932	+	123567010	123639481	+	Q8WXK1
3498-53	SL001713	Q16552	IL-17	Interleukin-17A	3605	IL17A	IL17A	3605	IL17A	HGNC:5981	IL17A	IL17A	protein_coding	6	52051185	52055436	+	52186375	52190638	+	Q16552
34980-29	SL021475	Q9H009	NACA2	Nascent polypeptide-associated complex subunit alpha-2	342538	NACA2	NACA2	342538	NACA2	HGNC:23290	NACA2	NACA2	protein_coding	17	59667794	59668563	-	61590421	61591219	-	Q9H009
34981-15	SL006475	P30291	WEE1	Wee1-like protein kinase	7465	WEE1	WEE1	7465	WEE1	HGNC:12761	WEE1	WEE1	protein_coding	11	9595228	9611313	+	9573670	9593457	+	P30291
34982-184	SL028554	P0DMV1	CT458	Cancer/testis antigen family 45 member A8	102723680	CT45A8	CT45A8	102723737	CT45A8	HGNC:51261	CT45A8	CT45A8	protein_coding	X	NA	NA	NA	135846497	135854538	-	P0DMV2
34986-30	SL025232	Q5T4H9	CSC10	Protein CASC10	NA	MIR1915HG		NA		HGNC:10874	SIGLEC5	SIGLEC5	protein_coding	19	NA	NA	NA	NA	NA	NA	
34987-5	SL025027	Q5SYC1	CLVS2	Clavesin-2	134829	CLVS2	CLVS2	134829	CLVS2	HGNC:23046	CLVS2	CLVS2	protein_coding	6	123317582	123385063	+	122996235	123072925	+	Q5SYC1
34988-4	SL028557	Q96GY3	LIN37	Protein lin-37 homolog	55957	LIN37	LIN37	55957	LIN37	HGNC:33234	LIN37	LIN37	protein_coding	19	36239262	36245420	+	35745678	35754519	+	Q96GY3
3499-77	SL004350	Q9UHF5	IL-17B	Interleukin-17B	27190	IL17B	IL17B	27190	IL17B	HGNC:5982	IL17B	IL17B	protein_coding	5	148753830	148758838	-	149374267	149404202	-	Q9UHF5
34991-25	SL028560	Q7Z7C7	STRA8	Stimulated by retinoic acid gene 8 protein homolog	346673	STRA8	STRA8	346673	STRA8	HGNC:30653	STRA8	STRA8	protein_coding	7	134916731	134943244	+	135231979	135258663	+	Q7Z7C7
34999-6	SL028568	Q9NZ32	ARP10	Actin-related protein 10	55860	ACTR10	ACTR10	55860	ACTR10	HGNC:17372	ACTR10	ACTR10	protein_coding	14	58666833	58702353	+	58200080	58235636	+	Q9NZ32
35001-10	SL028570	Q5PR19	YI024	Putative UPF0607 protein LOC392364	NA			NA		HGNC:10874	SIGLEC5	SIGLEC5	protein_coding	19	NA	NA	NA	NA	NA	NA	
35003-15	SL028572	Q8N6V9	TEX9	Testis-expressed protein 9	374618	TEX9	TEX9	374618	TEX9	HGNC:29585	TEX9	TEX9	protein_coding	15	56657644	56738072	+	56243971	56445997	+	Q8N6V9
35005-16	SL028574	Q6ZSR3	YO027	Putative uncharacterized protein FLJ45275, mitochondrial	NA			NA		HGNC:10874	SIGLEC5	SIGLEC5	protein_coding	19	NA	NA	NA	NA	NA	NA	
35007-14	SL028576	Q3ZCU0	GVQW3	Protein GVQW3	100506127	GVQW3	GVQW3	100506127	GVQW3	HGNC:51239	GVQW3	GVQW3	protein_coding	11	NA	NA	NA	76381303	76414619	+	Q3ZCU0
35008-195	SL028577	P0DJH9	RD3L	Protein RD3-like	647286	RD3L	RD3L	647286	RD3L	HGNC:40912	RD3L	RD3L	protein_coding	14	104406763	104408645	-	103940426	103942561	-	P0DJH9
35010-3	SL028579	Q1RN00	YC018	Putative uncharacterized protein LOC151760	NA			NA		HGNC:10874	SIGLEC5	SIGLEC5	protein_coding	19	NA	NA	NA	NA	NA	NA	
35011-25	SL022097	Q9H063	MAF1	Repressor of RNA polymerase III transcription MAF1 homolog	84232	MAF1	MAF1	84232	MAF1	HGNC:24966	MAF1	MAF1	protein_coding	8	145159305	145162515	+	144104420	144107611	+	Q9H063
35016-1	SL028583	Q8IYS8	BD1L2	Biorientation of chromosomes in cell division protein 1-like 2	284257	BOD1L2	BOD1L2	284257	BOD1L2	HGNC:28505	BOD1L2	BOD1L2	protein_coding	18	54814293	54817639	+	57147087	57150410	+	Q8IYS8
35017-13	SL015295	Q9NZH4	PTTG3	Securin-3	NA	PTTG3P		NA		HGNC:10874	SIGLEC5	SIGLEC5	protein_coding	19	NA	NA	NA	NA	NA	NA	
35019-36	SL028584	Q6PHW0	IYD1	Iodotyrosine deiodinase 1	389434	IYD	IYD	389434	IYD	HGNC:21071	IYD	IYD	protein_coding	6	150690028	150725765	+	150368892	150405969	+	Q6PHW0
35024-48	SL014690	P05549	AP2A	Transcription factor AP-2 alpha	7020	TFAP2A	TFAP2A	NA	TFAP2A	HGNC:11742	TFAP2A	TFAP2A	protein_coding	6	10396916	10419797	-	10396677	10419659	-	A0A6E1XE14
35029-25	SL028589	Q2T9L4	INSY1	Inhibitory synaptic factor 1	388135	INSYN1	INSYN1	388135	INSYN1	HGNC:33753	INSYN1	INSYN1	protein_coding	15	74032141	74043816	-	73735458	73753351	-	Q2T9L4
3503-4	SL003179	P05556	Integrin a1b1	Integrin alpha-I: beta-1 complex	3688	ITGB1	ITGB1	3688	ITGB1	HGNC:6153	ITGB1	ITGB1	protein_coding	10	33189246	33247293	-	32887273	33005792	-	NA
3503-4	SL003179	P56199	Integrin a1b1	Integrin alpha-I: beta-1 complex	3688	ITGB1	ITGA1	3672	ITGA1	HGNC:6134	ITGA1	ITGA1	protein_coding	5	52083774	52249485	+	52787916	52959209	+	NA
35030-11	SL028590	Q96PY0	K1908	Putative uncharacterized protein PSMG3-AS1	NA	PSMG3-AS1		NA		HGNC:10874	SIGLEC5	SIGLEC5	protein_coding	19	NA	NA	NA	NA	NA	NA	
35032-4	SL028592	Q96N53	CK037	Putative uncharacterized protein encoded by LINC00167	NA	PRDM10-DT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
35034-72	SL028593	Q8N4B5	PRR18	Proline-rich protein 18	285800	PRR18	PRR18	285800	PRR18	HGNC:28574	PRR18	PRR18	protein_coding	6	166719168	166721871	-	166305300	166308392	-	Q8N4B5
35035-7	SL028594	Q5SXM8	DNLZ	DNL-type zinc finger protein	728489	DNLZ	DNLZ	728489	DNLZ	HGNC:33879	DNLZ	DNLZ	protein_coding	9	139256352	139258263	-	136359480	136363744	-	Q5SXM8
35038-35	SL028596	Q96N16	JKIP1	Janus kinase and microtubule-interacting protein 1	152789	JAKMIP1	JAKMIP1	152789	JAKMIP1	HGNC:26460	JAKMIP1	JAKMIP1	protein_coding	4	6027926	6202318	-	6026199	6200591	-	Q96N16
35039-32	SL022259	Q8WTV1	THAP3	THAP domain-containing protein 3	90326	THAP3	THAP3	90326	THAP3	HGNC:20855	THAP3	THAP3	protein_coding	1	6684925	6695646	+	6624868	6635586	+	Q8WTV1
3504-58	SL004536	P81172	LEAP-1	Hepcidin	57817	HAMP	HAMP	57817	HAMP	HGNC:15598	HAMP	HAMP	protein_coding	19	35773410	35776045	+	35280716	35285143	+	P81172
35041-3	SL028598	Q5MJ10	SPXN2	Sperm protein associated with the nucleus on the X chromosome N2	494119	SPANXN2	SPANXN2	494119	SPANXN2	HGNC:33175	SPANXN2	SPANXN2	protein_coding	X	142795055	142804516	-	143711955	143720752	-	Q5MJ10
35042-13	SL028599	Q8N402	YV020	Putative uncharacterized protein LOC388882	NA			NA		HGNC:10874	SIGLEC5	SIGLEC5	protein_coding	19	NA	NA	NA	NA	NA	NA	
35044-15	SL028601	Q3MJ40	C144B	Putative coiled-coil domain-containing protein 144B	NA	CCDC144BP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
35046-23	SL027702	Q86VQ1	GLCI1	Glucocorticoid-induced transcript 1 protein	113263	GLCCI1	GLCCI1	113263	GLCCI1	HGNC:18713	GLCCI1	GLCCI1	protein_coding	7	8008374	8128709	+	7968796	8094272	+	Q86VQ1
35047-43	SL028603	P0DKL9	A14EL	ARL14 effector protein-like	644100	ARL14EPL	ARL14EPL	644100	ARL14EPL	HGNC:44201	ARL14EPL	ARL14EPL	protein_coding	5	115387163	115394827	+	116032324	116060118	+	P0DKL9
35048-6	SL027729	Q9Y462	ZN711	Zinc finger protein 711	7552	ZNF711	ZNF711	7552	ZNF711	HGNC:13128	ZNF711	ZNF711	protein_coding	X	84498997	84528368	+	85243991	85273362	+	Q9Y462
3505-6	SL000507	P01374	Lymphotoxin a1/b2	Lymphotoxin alpha1:beta2	4049	LTA	LTA	4049	LTA	HGNC:6709	LTA	LTA	protein_coding	6	31539876	31542100	+	31572054	31574324	+	NA
3505-6	SL000507	Q06643	Lymphotoxin a1/b2	Lymphotoxin alpha1:beta2	4049	LTA	LTB	4050	LTB	HGNC:6711	LTB	LTB	protein_coding	6	31548336	31550202	-	31580525	31582522	-	NA
35052-19	SL027671	Q9Y5R4	HEMK1	MTRF1L release factor glutamine methyltransferase	51409	HEMK1	HEMK1	51409	HEMK1	HGNC:24923	HEMK1	HEMK1	protein_coding	3	50606583	50622421	+	50569152	50596168	+	Q9Y5R4
35053-2	SL008732	Q96A22	CK052	Uncharacterized protein C11orf52	91894	C11orf52	C11orf52	91894	C11orf52	HGNC:30531	C11orf52	C11orf52	protein_coding	11	NA	NA	NA	111918913	111926871	+	Q96A22
35054-206	SL028604	Q8NBZ9	NEAS1	Putative uncharacterized protein NEXN-AS1	NA	NEXN-AS1		NA		HGNC:10874	SIGLEC5	SIGLEC5	protein_coding	19	NA	NA	NA	NA	NA	NA	
35055-12	SL028605	P0DM63	NPIA8	Nuclear pore complex-interacting protein family member A8	101059953	NPIPA8	NPIPA8	101059953	NPIPA8	HGNC:41983	NPIPA8	NPIPA8	protein_coding	16	NA	NA	NA	18317919	18336736	-	P0DM63
35057-48	SL028607	Q9UMQ3	BARX2	Homeobox protein BarH-like 2	8538	BARX2	BARX2	8538	BARX2	HGNC:956	BARX2	BARX2	protein_coding	11	129245881	129322174	+	129375848	129452279	+	Q9UMQ3
35058-157	SL028608	Q6ZVF9	GRIN3	G protein-regulated inducer of neurite outgrowth 3	285513	GPRIN3	GPRIN3	285513	GPRIN3	HGNC:27733	GPRIN3	GPRIN3	protein_coding	4	90165429	90229161	-	89236383	89307937	-	Q6ZVF9
3506-49	SL000508	P01374	Lymphotoxin a2/b1	Lymphotoxin alpha2:beta1	4050	LTB	LTA	4049	LTA	HGNC:6709	LTA	LTA	protein_coding	6	31539876	31542100	+	31572054	31574324	+	NA
3506-49	SL000508	Q06643	Lymphotoxin a2/b1	Lymphotoxin alpha2:beta1	4050	LTB	LTB	4050	LTB	HGNC:6711	LTB	LTB	protein_coding	6	31548336	31550202	-	31580525	31582522	-	NA
